"identifier","name","count","bin","frequency"
"acglc13galacglcgal14acglcgalgluside_hs","beta-D-GlcNAc-(1->3)-[beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->6)]-beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-beta-D-Glc-(1<->1')-Cer","2","2","773"
"acglcgal14acglcgalgluside_hs","N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-glucosylceramide","2","2","773"
"acglcgalacglcgal14acglcgalgluside_hs","beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-[beta-D-GlcNAc-(1->6)]-beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-beta-D-Glc-(1<->1')-Cer","2","2","773"
"acglcgalgbside_hs","GlcNAc-Gal globoside","2","2","773"
"3mgcoa","trans-3-methylglutaconyl-CoA(5-)","2","2","773"
"CE5526","13-oxy radical-octadecadienoate","2","2","773"
"gm1_hs","alpha-N-acetylneuraminosyl-(2->3)-[beta-D-galactosyl-(1->3)-N-acetyl-beta-D-galactosaminyl-(1->4)]-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1')--N-acylsphingosine","2","2","773"
"gm1a_hs","GM1alpha","2","2","773"
"acgpail_hs","6-(N-acetyl-alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol(1-)","2","2","773"
"gm2_hs","beta-D-GalNAc-(1->4)-[alpha-Neu5Ac-(2->3)]-beta-D-Gal-(1->4)-beta-D-Glc-(1<->1')-Cer(1-)","2","2","773"
"gm2a_hs","GM2alpha","2","2","773"
"CE5527","12,13-epoxylinoleic acid radical","2","2","773"
"CE5528","12,13-epoxy-9-alkoxy-10E-octadecenoate","2","2","773"
"acmanap","N-acetyl-D-mannosamine 6-phosphate(2-)","2","2","773"
"gncore2","GlcNAc-alpha-1,4-Core 2","2","2","773"
"12ppd_R","(R)-propane-1,2-diol","2","2","773"
"CE2876","3,5-diiodo-L-thyronine-beta-D-glucuronoside","2","2","773"
"gpail_hs","6-(alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol","2","2","773"
"CE5533","9,11-cycloperoxy-15-hydroperoxy-5Z,13E-eicosadienoate","2","2","773"
"gpi_prot_hs","{[(Prot-PE-Man),(PE)-Man],[PE]}-Man-GlcN-acylPI","2","2","773"
"CE5534","9,11-cycloperoxy-5-hydroperoxy-6E,14Z-eicosadienoate","2","2","773"
"CE5535","9-peroxy-5Z,7E,11Z,14Z-eicosatetraenoate","2","2","773"
"acnamp","N-acetylneuraminic acid 9-phosphate","2","2","773"
"CE2877","3,5,3,5-tetraiodo-L-thyronine-beta-D-glucuronoside","2","2","773"
"CE5537","11-peroxy-5Z,8Z,12E,14Z-eicosatetraenoate","2","2","773"
"acngalacglcgalgluside_hs","(Gal)3 (Glc)1 (GlcNAc)1 (Cer)1","2","2","773"
"CE2878","3,3,5-triiodo-L-thyronine-beta-D-glucuronoside","2","2","773"
"gt1alpha_hs","GT1aalpha","2","2","773"
"CE2879","3,5,3-triiodo-L-thyronine-beta-D-glucuronoside","2","2","773"
"gt1c_hs","GT1c","2","2","773"
"gt2_hs","GT2","2","2","773"
"CE2880","3,3-diiodo-L-thyronine-beta-D-glucuronoside","2","2","773"
"CE5544","5-S-glutathionyl-dopachrome hydroquinone","2","2","773"
"CE5545","5-S-glutathionyl-aminochrome reduced","2","2","773"
"CE5546","5-S-glutathionyl-adrenochrome hydroquinone","2","2","773"
"CE5547","5-S-glutathionyl-noradrenochrome hydroquinone","2","2","773"
"gudac","guanidinoacetic acid","2","2","773"
"CE2881","3,5,3,5-tetraiodothyroacetate","2","2","773"
"CE5586","N-[(E)-4-ammoniobutylidene]propane-1,3-diaminium","2","2","773"
"CE2882","3,3,5-triiodothyroacetate","2","2","773"
"CE5591","4-OH-13-cis-retinal","2","2","773"
"gumgchol","guar gum-glycocholate complex","2","2","773"
"gumtchol","guar gum-taurocholic acid complex","2","2","773"
"xol24oh","(24S)-24-hydroxycholesterol","2","2","773"
"CE5592","4-OH-9-cis-retinal","2","2","773"
"biomass_other","other component of biomass","2","2","773"
"CE5593","4-OH-retinal","2","2","773"
"CE2883","3,5,3-triiodothyroacetate","2","2","773"
"ha_deg1","hyaluronan degradation product 1","2","2","773"
"CE5626","salsolinol 1-carboxylate","2","2","773"
"CE2884","3,5-diiodothyroacetate","2","2","773"
"CE5643","peroxynitrite","2","2","773"
"CE2885","3,5,3,5-tetraiodothyroacetate-beta-D-glucuronoside","2","2","773"
"adsel","adenylyl selenate","2","2","773"
"CE5654","M_CE5654","2","2","773"
"agm","agmatinium(2+)","2","2","773"
"biomass_lipid","lipid component of biomass","2","2","773"
"CE2886","3,3,5-triiodothyroacetate-beta-D-glucuronoside","2","2","773"
"CE2887","3,5,3-triiodothyroacetate-beta-D-glucuronoside","2","2","773"
"hepcoa","heptanoyl-CoA","2","2","773"
"CE2888","3,5-diiodothyroacetate-beta-D-glucuronoside","2","2","773"
"CE1294","27alpha-hydroxy-8-dehydrocholesterol","2","2","773"
"air","5-amino-1-(5-phosphonato-D-ribosyl)imidazol-3-ium","2","2","773"
"CE1297","8-dehydrocholesterol","2","2","773"
"hexddcoa","7,10-hexadecadienoylcoa","2","2","773"
"hexde7coa","7-hexadecenoylcoa","2","2","773"
"ak2gchol_hs","2-acyl-1-alkyl-sn-glycero-3-phosphocholine","2","2","773"
"ak2gp_hs","1-alkyl-2-acyl-sn-glycero-3-phosphate(2-)","2","2","773"
"ak2gpe_hs","1-alkyl-2-acyl-glycero-3-phosphoethanolamine zwitterion","2","2","773"
"hexdtrcoa","7,10,13-hexadecatrienoylcoa","2","2","773"
"CE5698","1,4-benzothiazine-o-quinonimine","2","2","773"
"hgentis","homogentisate","2","2","773"
"akdhap_hs","1-alkyl-sn-glycerol 3-phosphate","2","2","773"
"CE5700","12-hydroperoxyeicosatetraenoate glyceryl ester","2","2","773"
"hmbil","preuroporphyrinogen(8-)","2","2","773"
"akgp_hs","1-alkylglycerone 3-phosphate(2-)","2","2","773"
"CE2915","beta-casomorphin","2","2","773"
"CE2916","neocasomorphin","2","2","773"
"CE5756","M_CE5756","2","2","773"
"CE5757","4-oxo-9-cis-retinoyl-beta-glucuronide","2","2","773"
"fvsgluc","fluvstatin-glucuronide","2","2","773"
"alltn","allantoin","2","2","773"
"biomass_carbohydrate","carbohydrate component of biomass","2","2","773"
"hs_deg10","heparan sulfate, degradation product 10","2","2","773"
"hs_deg11","heparan sulfate, degradation product 11","2","2","773"
"hs_deg12","heparan sulfate, degradation product 12","2","2","773"
"hs_deg13","heparan sulfate, degradation product 13","2","2","773"
"hs_deg14","heparan sulfate, degradation product 14","2","2","773"
"hs_deg15","heparan sulfate, degradation product 15","2","2","773"
"hs_deg16","heparan sulfate, degradation product 16","2","2","773"
"hs_deg17","heparan sulfate, degradation product 17","2","2","773"
"hs_deg18","heparan sulfate, degradation product 18","2","2","773"
"hs_deg19","heparan sulfate, degradation product 19","2","2","773"
"hs_deg1","heparan sulfate, degradation product 1","2","2","773"
"hs_deg20","heparan sulfate, degradation product 20","2","2","773"
"hs_deg21","IdoA2S-beta-1,4-GlcNAc(3S)-alpha-1,4-GlcA-beta-1,3-Gal-beta-1,3-Gal-beta-1,4-Xylose","2","2","773"
"hs_deg22","IdoA-beta-1,4-GlcNAc(3S)-alpha-1,4-GlcA-beta-1,3-Gal-beta-1,3-Gal-beta-1,4-Xylose","2","2","773"
"hs_deg23","GlcNAc(3S)-alpha-1,4-GlcA-beta-1,3-Gal-beta-1,3-Gal-beta-1,4-Xylose","2","2","773"
"hs_deg24","GlcNAc-GlcA-(Gal)2-Xyl","2","2","773"
"hs_deg25","GlcA-beta-1,3-Gal-beta-1,3-Gal-beta-1,4-Xylose","2","2","773"
"hs_deg2","heparan sulfate, degradation product 2","2","2","773"
"hs_deg3","heparan sulfate, degradation product 3","2","2","773"
"hs_deg4","heparan sulfate, degradation product 4","2","2","773"
"hs_deg5","heparan sulfate, degradation product 5","2","2","773"
"hs_deg6","heparan sulfate, degradation product 6","2","2","773"
"hs_deg7","heparan sulfate, degradation product 7","2","2","773"
"hs_deg8","heparan sulfate, degradation product 8","2","2","773"
"hs_deg9","heparan sulfate, degradation product 9","2","2","773"
"hs","heparan sulfate, free chain","2","2","773"
"hs_pre10","(GlcN2S-GlcA)4-GlcNAc-GlcA-Gal-Gal-Xyl-L-Ser (protein)","2","2","773"
"hs_pre11","(GlcN2S-IdoA-GlcN2S-GlcA)2-GlcNAc-GlcA-Gal-Gal-Xyl-L-Ser (protein)","2","2","773"
"hs_pre12","GlcN2S-IdoA-GlcN2S-GlcA2S-GlcN2S-IdoA2S-GlcN2S-GlcA-GlcNAc-GlcA-Gal-Gal-Xyl-L-Ser (protein)","2","2","773"
"hs_pre13","GlcN2S-IdoA-GlcN2,6diS-GlcA2S-GlcN2,6diS-IdoA2S-GlcN2,6diS-GlcA-GlcNAc-GlcA-Gal-Gal-Xyl-L-Ser (protein)","2","2","773"
"hs_pre14","heparan sulfate, precursor 14","2","2","773"
"hs_pre15","heparan sulfate, precursor 15","2","2","773"
"hs_pre1","heparan sulfate, precursor 1","2","2","773"
"hs_pre2","heparan sulfate, precursor 2","2","2","773"
"hs_pre3","GlcNAc-GlcA-GlcNAc-GlcA-Gal-Gal-Xyl-L-Ser (protein)","2","2","773"
"hs_pre4","GlcA-GlcNAc-GlcA-GlcNAc-GlcA-Gal-Gal-Xyl-L-Ser (protein)","2","2","773"
"hs_pre5","(GlcNAc-GlcA)2-GlcNAc-GlcA-Gal-Gal-Xyl-L-Ser (protein)","2","2","773"
"hs_pre6","GlcA-(GlcNAc-GlcA)2-GlcNAc-GlcA-Gal-Gal-Xyl-L-Ser (protein)","2","2","773"
"hs_pre7","(GlcNAc-GlcA)3-GlcNAc-GlcA-Gal-Gal-Xyl-L-Ser (protein)","2","2","773"
"hs_pre8","GlcA-(GlcNAc-GlcA)3-GlcNAc-GlcA-Gal-Gal-Xyl-L-Ser (protein)","2","2","773"
"hs_pre9","(GlcNAc-GlcA)4-GlcNAc-GlcA-Gal-Gal-Xyl-L-Ser (protein)","2","2","773"
"profvscoa","des-isoproylpropionic-acid-fluvastatin-CoA","2","2","773"
"alpam","S(8)-aminomethyldihydrolipoamide","2","2","773"
"alpro","S-Aminomethyldihydrolipoylprotein","2","2","773"
"CE2917","apelin-13","2","2","773"
"fvscoa","fluvastatin-CoA form","2","2","773"
"CE5788","kinetensin 1-7","2","2","773"
"CE5789","kinetensin 1-8","2","2","773"
"amuco","2-aminomuconate(2-)","2","2","773"
"C01264","1-alkyl-2-acetyl-sn-glycerol 3-phosphate(2-)","2","2","773"
"CE5794","neuromedin B","2","2","773"
"CE5795","neuromedin B (1-3)","2","2","773"
"CE5796","neuromedin B (4-10)","2","2","773"
"c141_5Zcoa","(5Z)-tetradecenoyl-CoA(4-)","2","2","773"
"c141_5Ecoa","M_c141_5Ecoa_m","2","2","773"
"im4ac","imidazol-4-ylacetate","2","2","773"
"biomass_RNA","RNA component of biomass","2","2","773"
"CE5815","20-hydroxy-5S-HETE","2","2","773"
"CE2953","rac-5,6-epoxy-retinoate","2","2","773"
"4hglusa","L-4-hydroxyglutamic semialdehyde","2","2","773"
"CE2957","18-hydroxy-all-trans-retinoate","2","2","773"
"CE2958","rac-5,6-epoxy-retinoyl-beta-D-glucuronide","2","2","773"
"CE2961","4-hydroxy-all-trans-retinyl acetate","2","2","773"
"aprut","N-acetylputrescinium","2","2","773"
"itacon","itaconate(2-)","2","2","773"
"CE2962","rac-4-hydroxy-4-O-(beta-D-glucuronide)-all-trans-retinyl acetate","2","2","773"
"nfdlac","lactone form of nifedipine","2","2","773"
"CE1554","N-acetyl-L-alanine","2","2","773"
"CE1556","N-acetyl-L-asparagine","2","2","773"
"CE5843","13-carboxy-alpha-tocopherol","2","2","773"
"kdnp","2-keto-3-deoxy-D-glycero-D-galactononic acid 9-phosphate","2","2","773"
"ksi_deg10","keratan sulfate I, degradation product 10","2","2","773"
"C01836","neurotensin","2","2","773"
"c130coa","tridecanoyl-CoA(4-)","2","2","773"
"ksi_deg13","keratan sulfate I, degradation product 13","2","2","773"
"CE3092","glutathionyl-3-hydroxykynurenine glucoside","2","2","773"
"C02356","L-alpha-aminobutyric acid","2","2","773"
"ksi_deg16","keratan sulfate I, degradation product 16","2","2","773"
"biomass_DNA","DNA component of biomass","2","2","773"
"c13_trimethylcoa","M_c13_trimethylcoa_x","2","2","773"
"ksi_deg19","keratan sulfate I, degradation product 19","2","2","773"
"argsuc","(N(omega)-L-arginino)succinate(1-)","2","2","773"
"CE5867","N-acetyl-seryl-aspartyl-lysyl-proline","2","2","773"
"CE5868","N-acetyl-seryl-aspartate","2","2","773"
"ksi_deg22","keratan sulfate I, degradation product 22","2","2","773"
"CE5869","lysyl-proline","2","2","773"
"CE5875","2-methylglutaconyl-CoA","2","2","773"
"ksi_deg25","keratan sulfate I, degradation product 25","2","2","773"
"4hoxpacd","(4-hydroxyphenyl)acetaldehyde","2","2","773"
"CE1761","4-hydroxyvitamin A1","2","2","773"
"ksi_deg28","keratan sulfate I, degradation product 28","2","2","773"
"3mldz","1-methylimidazole-4-acetaldehyde","2","2","773"
"ksi_deg2","keratan sulfate I, degradation product 2","2","2","773"
"CE4722","beta-casomorphin (1-6)","2","2","773"
"ksi_deg31","keratan sulfate I, degradation product 31","2","2","773"
"CE4723","neocasomorphin (1-5)","2","2","773"
"biomass_protein","protein component of biomass","2","2","773"
"ksi_deg34","keratan sulfate I, degradation product 34","2","2","773"
"CE5925","12-peroxy-5Z,8Z,10E,14Z-eicosatetraenoate","2","2","773"
"CE5926","11,15-cyclo-12,14-cycloperoxy-8-hydroperoxy-5Z,9E-eicosadienoic","2","2","773"
"ksi_deg37","keratan sulfate I, degradation product 37","2","2","773"
"CE5928","8-peroxy-5Z,9E,11Z,14Z-eicosatetraenoate","2","2","773"
"ksi_deg39","keratan sulfate I, degradation product 39","2","2","773"
"ksi_deg3","keratan sulfate I, degradation product 3","2","2","773"
"ksi_deg40","keratan sulfate I, degradation product 40","2","2","773"
"ksi_deg41","keratan sulfate I, degradation product 41","2","2","773"
"ksi_deg4","keratan sulfate I, degradation product 4","2","2","773"
"ksi_deg5","keratan sulfate I, degradation product 5","2","2","773"
"CE4724","apelin (1-12)","2","2","773"
"ksi_deg7","keratan sulfate I, degradation product 7","2","2","773"
"CE5930","5,9-cyclo-6,8-cycloperoxy-12-hydroperoxy-(10E,14Z)-eicosadienoic acid","2","2","773"
"3dhguln","3-dehydro-L-gulonate","2","2","773"
"CE5932","13,14-epoxy-retinol","2","2","773"
"ksi_pre10","keratan sulfate I biosynthesis, precursor 10","2","2","773"
"ksi_pre11","keratan sulfate I biosynthesis, precursor 11","2","2","773"
"ksi_pre12","keratan sulfate I biosynthesis, precursor 12","2","2","773"
"ksi_pre13","keratan sulfate I biosynthesis, precursor 13","2","2","773"
"ksi_pre14","keratan sulfate I biosynthesis, precursor 14","2","2","773"
"ksi_pre15","keratan sulfate I biosynthesis, precursor 15","2","2","773"
"ksi_pre16","keratan sulfate I biosynthesis, precursor 16","2","2","773"
"ksi_pre17","keratan sulfate I biosynthesis, precursor 17","2","2","773"
"ksi_pre18","keratan sulfate I biosynthesis, precursor 18","2","2","773"
"ksi_pre19","keratan sulfate I biosynthesis, precursor 19","2","2","773"
"ksi_pre1","keratan sulfate I biosynthesis, precursor 1","2","2","773"
"ksi_pre20","keratan sulfate I biosynthesis, precursor 20","2","2","773"
"ksi_pre21","keratan sulfate I biosynthesis, precursor 21","2","2","773"
"ksi_pre22","keratan sulfate I biosynthesis, precursor 22","2","2","773"
"ksi_pre23","keratan sulfate I biosynthesis, precursor 23","2","2","773"
"ksi_pre24","keratan sulfate I biosynthesis, precursor 24","2","2","773"
"ksi_pre25","keratan sulfate I biosynthesis, precursor 25","2","2","773"
"ksi_pre26","keratan sulfate I biosynthesis, precursor 26","2","2","773"
"ksi_pre27","keratan sulfate I biosynthesis, precursor 27","2","2","773"
"ksi_pre28","keratan sulfate I biosynthesis, precursor 28","2","2","773"
"ksi_pre29","keratan sulfate I biosynthesis, precursor 29","2","2","773"
"ksi_pre2","keratan sulfate I biosynthesis, precursor 2","2","2","773"
"ksi_pre30","keratan sulfate I biosynthesis, precursor 30","2","2","773"
"ksi_pre31","keratan sulfate I biosynthesis, precursor 31","2","2","773"
"ksi_pre32","keratan sulfate I biosynthesis, precursor 32","2","2","773"
"ksi_pre33","keratan sulfate I biosynthesis, precursor 33","2","2","773"
"ksi_pre34","keratan sulfate I biosynthesis, precursor 34","2","2","773"
"ksi_pre35","keratan sulfate I biosynthesis, precursor 35","2","2","773"
"ksi_pre36","keratan sulfate I biosynthesis, precursor 36","2","2","773"
"ksi_pre3","keratan sulfate I biosynthesis, precursor 3","2","2","773"
"ksi_pre4","keratan sulfate I biosynthesis, precursor 4","2","2","773"
"ksi_pre5","keratan sulfate I biosynthesis, precursor 5","2","2","773"
"ksi_pre6","keratan sulfate I biosynthesis, precursor 6","2","2","773"
"ksi_pre7","keratan sulfate I biosynthesis, precursor 7","2","2","773"
"ksi_pre8","keratan sulfate I biosynthesis, precursor 8","2","2","773"
"ksi_pre9","keratan sulfate I biosynthesis, precursor 9","2","2","773"
"ksii_core2_deg1","keratan sulfate II (core 2-linked), degradation product 1","2","2","773"
"ksii_core2_deg2","keratan sulfate II (core 2-linked), degradation product 2","2","2","773"
"biliverd","biliverdin(2-)","2","2","773"
"ksii_core2_deg4","keratan sulfate II (core 2-linked), degradation product 4","2","2","773"
"CE5934","3(R)-hydroxy-pristanoyl-CoA","2","2","773"
"CE5935","(2S,6R,10R)-trimethyl-hendecanoyl-CoA","2","2","773"
"ksii_core2_deg7","keratan sulfate II (core 2-linked), degradation product 7","2","2","773"
"CE5936","(2R,6R,10R)-trimethyl-hendecanoyl-CoA","2","2","773"
"ksii_core2_deg9","keratan sulfate II (core 2-linked), degradation product 9","2","2","773"
"CE5938","(4R,8R,12R)-trimethyl-2E-tridecenoyl-CoA","2","2","773"
"ksii_core2_pre10","keratan sulfate II (core 2-linked) biosynthesis, precursor 10","2","2","773"
"ksii_core2_pre1","keratan sulfate II (core 2-linked) biosynthesis, precursor 1","2","2","773"
"ksii_core2_pre2","keratan sulfate II (core 2-linked) biosynthesis, precursor 2","2","2","773"
"ksii_core2_pre3","keratan sulfate II (core 2-linked) biosynthesis, precursor 3","2","2","773"
"ksii_core2_pre4","keratan sulfate II (core 2-linked) biosynthesis, precursor 4","2","2","773"
"ksii_core2_pre5","keratan sulfate II (core 2-linked) biosynthesis, precursor 5","2","2","773"
"ksii_core2_pre6","keratan sulfate II (core 2-linked) biosynthesis, precursor 6","2","2","773"
"ksii_core2_pre7","keratan sulfate II (core 2-linked) biosynthesis, precursor 7","2","2","773"
"ksii_core2_pre8","keratan sulfate II (core 2-linked) biosynthesis, precursor 8","2","2","773"
"ksii_core2_pre9","keratan sulfate II (core 2-linked) biosynthesis, precursor 9","2","2","773"
"ksii_core4_deg1","keratan sulfate II (core 4-linked), degradation product 1","2","2","773"
"ksii_core4_deg2","keratan sulfate II (core 4-linked), degradation product 2","2","2","773"
"CE5939","3-oxo-(4R,8R,12R)-trimethyl-tridecanoyl-CoA","2","2","773"
"ksii_core4_deg4","keratan sulfate II (core 4-linked), degradation product 4","2","2","773"
"CE5940","3(R)-hydroxy-(4R,8R,12R)-trimethyl-tridecanoyl-CoA","2","2","773"
"ksii_core4_pre10","keratan sulfate II (core 4-linked) biosynthesis, precursor 10","2","2","773"
"ksii_core4_pre1","keratan sulfate II (core 4-linked) biosynthesis, precursor 1","2","2","773"
"ksii_core4_pre2","keratan sulfate II (core 4-linked) boisynthesis, precursor 2","2","2","773"
"ksii_core4_pre3","keratan sulfate II (core 4-linked) biosynthesis, precursor 3","2","2","773"
"ksii_core4_pre4","keratan sulfate II (core 4-linked) biosynthesis, precursor 4","2","2","773"
"ksii_core4_pre5","keratan sulfate II (core 4-linked) biosynthesis, precursor 5","2","2","773"
"ksii_core4_pre6","keratan sulfate II (core 4-linked) biosynthesis, precursor 6","2","2","773"
"ksii_core4_pre7","keratan sulfate II (core 4-linked) biosynthesis, precursor 7","2","2","773"
"ksii_core4_pre8","keratan sulfate II (core 4-linked) biosynthesis, precursor 8","2","2","773"
"ksii_core4_pre9","keratan sulfate II (core 4-linked) biosynthesis, precursor 9","2","2","773"
"CE5941","(2S,6R,10R)-trimethyl-2E-hendecenoyl-CoA","2","2","773"
"CE5942","3-oxo-(2S,6R,10R)-trimethyl-hendecanoyl-CoA","2","2","773"
"CE5943","3(R)-hydroxy-(2S,6R,10)-trimethyl-hendecanoyl-CoA","2","2","773"
"l2xser","(Gal)2-Xyl-L-Ser (protein)","2","2","773"
"C02712","N-acetyl-L-methionine","2","2","773"
"C02744","psychosine sulfate","2","2","773"
"C03405","Lactosylceramide sulfate","2","2","773"
"CE4790","(3S)-3-hydroxy-cis-8-tetradecenoyl-CoA","2","2","773"
"c14dccoa","tetradecanedioylcoa","2","2","773"
"c16dc","Hexadecanedioic acid mono-L-carnitine ester","2","2","773"
"CE4791","3(S)-hydroxy-dihomo-gama-linolenoyl-CoA","2","2","773"
"c2m26dcoa","cis-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA","2","2","773"
"c3dc","malonyl carnitine","2","2","773"
"CE4792","3-oxo-cis-8-tetradecenoyl-CoA","2","2","773"
"4izp","5-(2-carboxylatoethyl)-4-oxo-4,5-dihydro-1H-imidazol-5-ide","2","2","773"
"C03577","20-hydroxy-leukotriene E4(1-)","2","2","773"
"4mlacac","4-maleylacetoacetate","2","2","773"
"CE4796","3-oxo-(2S)-methylisocapryloyl-CoA","2","2","773"
"CE4797","2(R),6-dimethyl-heptanoyl-CoA","2","2","773"
"CE4798","2(S),6-dimethyl-heptanoyl-CoA","2","2","773"
"CE5986","5-nitro-gama-tocopherol","2","2","773"
"CE5994","20-oxo-leukotriene E4","2","2","773"
"cala","N-carbamoyl-beta-alaninate","2","2","773"
"CE5995","20-COOH-leukotriene E4","2","2","773"
"CE4799","2,6-dimethyl-trans-2-heptenoyl-CoA","2","2","773"
"CE6027","24,25,26,27-tetranor-23-oxo-hydroxyvitamin D3","2","2","773"
"CE4800","3(S)-hydroxy-2(S),6-dimethyl-heptanoyl-CoA","2","2","773"
"CE4801","3(S)-hydroxy-4(R),8-dimethyl-nonanoyl-CoA","2","2","773"
"whttdca","omega hydroxy tetradecanoate (n-C14:0)","2","2","773"
"CE4802","3(S)-hydroxy-4-methyl-pentanoyl-CoA","2","2","773"
"cbl2","cob(II)alamin","2","2","773"
"CE4803","3-oxo-4(R),8-dimethyl-nonanoyl-CoA","2","2","773"
"CE4804","3-oxo-4-methyl-pentanoyl-CoA","2","2","773"
"CE4805","4(R),8-dimethyl-nonanoyl-CoA","2","2","773"
"CE4806","4(R),8-dimethyl-trans-2-nonenoyl-CoA","2","2","773"
"CE4807","4-methyl-trans-2-pentenoyl-CoA","2","2","773"
"CE6189","CoA-20-COOH-18-oxo-LTE4","2","2","773"
"CE6190","CoA-20-COOH-LTE4","2","2","773"
"chito2pdol_U","N,N'-diacetylchitobiosyldiphosphodolichol","2","2","773"
"CE6191","18E-20-oxo-20-CoA-LTE4","2","2","773"
"lpro","Lipoylprotein","2","2","773"
"CE6192","18(R)-hydroxy-20-oxo-20-CoA-LTE4","2","2","773"
"CE4808","4-methyl-pentanoyl-CoA","2","2","773"
"lxser","Gal-Xyl-L-Ser (protein)","2","2","773"
"c201coa","(11Z)-eicosenoyl-CoA(4-)","2","2","773"
"CE6204","CoA-18-COOH-16E-dinor-LTE5","2","2","773"
"m1mpdol_U","alpha-D-mannosyl-beta-D-mannosyldiacetylchitobiosyldiphosphodolichol","2","2","773"
"c122_3E_6Ecoa","M_c122_3E_6Ecoa_m","2","2","773"
"c121_5Ecoa","M_c121_5Ecoa_m","2","2","773"
"CE6225","16E-18-oxo-18-CoA-dinor-LTE4","2","2","773"
"m2mpdol_U","(alpha-D-mannosyl)2-beta-D-mannosyldiacetylchitobiosyldiphosphodolichol","2","2","773"
"m3emgacpail_hs","(trimannosyl),(phosphoethanolaminyl)-mannosyl-glucosaminyl-acylphosphatidylinositol (M4C)","2","2","773"
"CE6226","16(S)-hydroxy-18-oxo-18-CoA-LTE4","2","2","773"
"m3mpdol_U","(alpha-D-mannosyl)(3)-beta-D-mannosyldiacetylchitobiosyldiphosphodolichol","2","2","773"
"CE6227","CoA-18-COOH-15E-dinor-LTE4","2","2","773"
"atvethgluc","atorvastatin-ether-glucuronide -G1","2","2","773"
"atvlacgluc","atorvastatin-lactone-ether-glucuronide / G3","2","2","773"
"m5masnB2","(alpha-D-mannosyl)5-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)","2","2","773"
"atvacylgluc","atorvastatin-acyl-glucuronide / G2","2","2","773"
"m5mpdol_U","(alpha-D-mannosyl)(5)-beta-D-mannosyldiacetylchitobiosyldiphosphodolichol","2","2","773"
"m6masnA","(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)","2","2","773"
"m6masnB1","(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)","2","2","773"
"CE6232","prostaglandin G1","2","2","773"
"clpn_hs","cardiolipin","2","2","773"
"m6mpdol_U","(alpha-D-mannosyl)(6)-beta-D-mannosyldiacetylchitobiosyldiphosphodolichol","2","2","773"
"CE6234","prostaglandin H1","2","2","773"
"C03968","1-alkyl-sn-glycerol 3-phosphate(2-)","2","2","773"
"m7masnC","(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform C (protein)","2","2","773"
"m7mpdol_U","(alpha-D-mannosyl)(7)-beta-D-mannosyldiacetylchitobiosyldiphosphodolichol","2","2","773"
"CE1944","1-pyrrolinium","2","2","773"
"2mpdhl","S(8)-(2-methylpropanoyl)dihydrolipoamide","2","2","773"
"1pipdn2c","1-piperideine-2-carboxylate","2","2","773"
"3dpdhb_me","3-decaprenyl-4-hydroxy-5-methoxybenzoic acid","2","2","773"
"12ppd_S","(S)-propane-1,2-diol","2","2","773"
"3dsphgn","3-dehydrosphinganinium(1+)","2","2","773"
"CE6247","20-hydroxy-leukotriene B4","2","2","773"
"CE6248","20-OH-hepoxilin A3","2","2","773"
"c121_3Zcoa","M_c121_3Zcoa_m","2","2","773"
"CE6251","12,20-DiHETE","2","2","773"
"core3","Core 3","2","2","773"
"core4","Core 4","2","2","773"
"core5","Core 5","2","2","773"
"CE2038","(E)-2,3-didehydropristanoyl-CoA","2","2","773"
"core7","Core 7","2","2","773"
"core8","Core 8","2","2","773"
"cortsn","cortisone","2","2","773"
"coucoa","4-coumaroyl-CoA(4-)","2","2","773"
"2octpencoa","2,6,9,12,15-octadecapentenoylcoa","2","2","773"
"cpppg3","coproporphyrinogen III(4-)","2","2","773"
"3hanthrn","3-hydroxyanthranilate","2","2","773"
"mem2emgacpail_prot_hs","({[(mannosyl),(phosphoethanolaminyl)]-dimannosyl},{phosphoethanolaminyl})-mannosyl-glucosaminyl-acylphosphatidylinositol-Protein (M4B)","2","2","773"
"CE4824","tetracosa-9,12,15,18,21-all-cis-pentaenoyl-CoA","2","2","773"
"CE4825","(3S)-hydroxy-tetracosa-6,9,12,15,18,21-all-cis-hexaenoyl-CoA","2","2","773"
"CE6426","7-peroxy-docosahexaenoate","2","2","773"
"mercplac","3-mercaptolactic acid","2","2","773"
"mercplaccys","3-mercaptolactate-cysteine disulfide","2","2","773"
