identifier	name
R_7DHCHSTEROLtr	cholesterol precursor intracellular transport
R_7DHFtl	7-glutamyl-DHF transport, lysosomal
R_7DHFtm	7-glutamyl-DHF transport,m mitochondrial
R_7THFtl	7-glutamyl-THF transport, lysosomal
R_7THFtm	7-glutamyl-THF transport,m mitochondrial
R_A_MANASE	alpha-mannosidase
R_A_MANASEly	alpha-mannosidase, lysosomal
R_A4GALTc	Lactosylceramide 4-alpha-galactosyltransferase
R_A4GALTg	Lactosylceramide 4-alpha-galactosyltransferase
R_A4GNT1g	alpha 1,4-N-acetylglucosaminyltransferase, Golgi apparatus
R_A4GNT2g	alpha 1,4-N-acetylglucosaminyltransferase, Golgi apparatus
R_AACTtm	Aminoacetone transport (mitochondrial)
R_AASAD3m	L-aminoadipate-semialdehyde dehydrogenase (NADH), mitochondrial
R_AATAi	2-aminoadipate transaminase, irreversible
R_ABO1g	ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)
R_ABO2g	ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)
R_ABO3g	ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)
R_ABO4g	ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)
R_ABO5g	ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)
R_ABO6g	ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)
R_ABO7g	ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)
R_ABO8g	ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)
R_ABO9g	ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)
R_ABTArm	4-aminobutyrate transaminase, reversible (mitochondrial)
R_ABUTD	Aminobutyraldehyde dehydrogenase
R_ABUTt2rL	4-aminobutyrate reversible transport in via proton symport (lysosome)
R_ACACT10m	acetyl-CoA C-acetyltransferase, mitochondrial
R_ACACT1x	acetyl-CoA C-acetyltransferase, mitochondrial
R_ACACt2m	Acetoacetate mitochondrial transport via H+ symport
R_ACACT4p	acetyl-CoA C-acetyltransferase (octanoyl-CoA), peroxisomal
R_ACACT5p	acetyl-CoA C-acyltransferase (decanoyl-CoA), peroxisomal
R_ACACT6p	acetyl-CoA C-acetyltransferase (dodecanoyl), peroxisomal
R_ACACT7p	acetyl-CoA acyltransferase (tetradecanoyl-CoA), peroxisomal
R_ACACT8p	acetyl-CoA acyltransferase (hexadecanoyl-CoA), peroxisomal
R_ACACT9p	acetyl-CoA acyltransferase (tetracosanoyl-CoA), peroxisomal
R_ACACtx	acetoacetate intracellular transport unknown mechanism
R_ACALDtr	acetaldehyde reversible transport (ER)
R_ACCOAC	acetyl-CoA carboxylase
R_ACCOACm	Acetyl-Coa carboxylase, beta isoform
R_ACCOAgt	acetyl-coa transport
R_ACCOAtn	acetyl-CoA transport, nuclear
R_ACCOAtr	acetyl-coa transport
R_ACGAGBSIDEtg	acgagbside hs intracellular transport
R_ACGAGBSIDEtl	acgagbside hs intracellular transport
R_ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg	blood group intracellular transport
R_ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg	blood group intracellular transport
R_ACGALtlg	N-acetyl-galactosamine intracellular transport
R_ACGALtly	N-acetyl-galactosamine lysosomal efflux
R_ACGAM6PSi	N-acetylglucosamine-6-phosphate synthase
R_ACGBGBSIDEtg	acgbgbside hs intracellular transport
R_ACGBGBSIDEtl	acgbgbside hs intracellular transport
R_ACGPID	N-acetylglucosaminylphosphatidylinositol deacetylase
R_ACGSm	N-acteylglutamate synthase, mitochondrial
R_ACHtn	Acetylcholin transport, nuclear trhough pores
R_ACN13ACNGALGBSIDEtg	acn13acngalgbside hs intracellular transport
R_ACN23ACNGALGBSIDEtg	acn23acngalgbside intracellular transport
R_ACNACNGAL14ACGLCGALGLUSIDEtg	blood group intracellular transport
R_ACNACNGALGBSIDEtg	acnacngalgbside hs intracellular transport
R_ACNAMlt	N-acetylneuraminate transport into lysososme
R_ACNGALACGLCGAL14ACGLCGALGLUSIDEtg	blood group intracellular transport
R_ACNMLr	N-Acetylneuraminate lyase (reversible)
R_ACOAD10m	acyl-CoA dehydrogenase (2-methylbutanoyl-CoA), mitochondrial
R_ACOAD8m	acyl-CoA dehydrogenase (isovaleryl-CoA), mitochondrial
R_ACOAD9m	acyl-CoA dehydrogenase (isobutyryl-CoA), mitochondrial
R_ACOAO7p	acyl-CoA oxidase (hexadecanoyl-CoA), peroxisomal
R_ACOATA	Acetyl-CoA ACP transacylase
R_ACODA	acetylornithine deacetylase
R_ACOX22x	acyl-Coenzyme A oxidase 2, branched chain
R_ACOX2x	acyl-Coenzyme A oxidase 2, branched chain
R_ACRNtm	O-acetylcarnintine transport into mitochondria via diffusion
R_ACSOMT	S-Adenosyl-L-methionine:N-acetylserotonin O-methyltransferase
R_ACSRTNMT	S-Adenosyl-L-homocysteine:N-acetylserotonin O-methyltransferase
R_ACt2m	acetate mitochondrial transport via proton symport
R_ACtg	acetate transport, Golgi apparatus
R_ADA	Adenosine deaminase
R_ADEtl	adenine facilated transport from lysosome
R_ADHAPtx	intracellular transport (peroxisome)
R_ADK1m	adenylate kinase, mitochondrial
R_ADK3	adentylate kinase (GTP)
R_ADK3m	adentylate kinase (GTP)
R_ADKd	adenylate kinase (d form)
R_ADMDC	adenosylmethionine decarboxylase
R_ADNCYC	adenylate cyclase
R_ADNK1	adenosine kinase
R_ADNK1m	adenosine kinase, mitochondrial
R_ADNK3	adenosine kinase
R_ADNK4	adenosine kinase
R_ADNtl	adenosine facilated transport from lysosome
R_ADPGLC	ADPglucose diphosphatase
R_ADPMAN	ADPmannose diphosphatase
R_ADPRDP	ADPribose diphosphatase
R_ADPRDPm	ADPribose diphosphatase (mitochondrial)
R_ADPT	adenine phosphoribosyltransferase
R_ADPtx	ADP transporter, peroxisomal
R_ADRNCOAtx	fatty acid intracellular transport
R_ADRNCPT1	carnitine O-palmitoyltransferase
R_ADRNCPT2	carnitine transferase
R_ADRNCRNt	transport into the mitochondria (carnitine)
R_ADSELK	adenylyl-selenate kinase
R_ADSK	adenylyl-sulfate kinase
R_ADSL1	adenylosuccinate lyase
R_ADSL2	adenylosuccinate lyase
R_ADSS	adenylosuccinate synthase
R_AG13T10g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus
R_AG13T11g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus
R_AG13T12g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus
R_AG13T13g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus
R_AG13T14g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus
R_AG13T15g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus
R_AG13T16g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus
R_AG13T18g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus
R_AG13T1g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus
R_AG13T3g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus
R_AG13T4g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus
R_AG13T5g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus
R_AG13T6g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus
R_AG13T7g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus
R_AG13T8g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus
R_AG13T9g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus
R_AGLPC	alkyl acylglycerol phosphocholine transferase
R_AGLPED	alkyl acyl glycerophosphoethanolamine desaturase
R_AGLPET	alkyl acylglycerol phosphoethanolamine transferase
R_AGLPH	alkyl glycerol phosphate hydrolase
R_AGLPR	alkyl glycerol phosphate reductase
R_AGLPT	alkyl glycerol phosphate acyltransferase
R_AGMTm	agmatinase (m)
R_AGPAT1	1-acylglycerol-3-phosphate O-acyltransferase 1
R_AGPex	alkyl glycerol phosphate transport
R_AGPRim	N-acetyl-g-glutamyl-phosphate reductase, irreversible, mitochondrial
R_AGPSx	alkylglycerone phosphate synthase
R_AHANDROSTANGLCtr	glucuronidated compound transport
R_AHC	adenosylhomocysteinase
R_AHCYStn	S-adenosyl-L-homocysteine nuclear transport
R_AHCYStr	S-Adenosyl-L-homocysteine intracellular diffusion
R_AHEXASE2ly	beta-N-acetylhexosaminidase, lysosomal
R_AHEXASEly	beta-N-acetylhexosaminidase, lysosomal
R_AICART	phosphoribosylaminoimidazolecarboxamide formyltransferase
R_AKGtp	AKG transporter, peroxisome
R_AKR1C1	aldo-keto reductase family 1, member C1 (chlordecone reductase; 3-alpha hydroxysteroid dehydrogenase, type I; dihydrodiol dehydrogenase 4)
R_AKR1C41	aldo-keto reductase family 1, member C4 (chlordecone reductase; 3-alpha hydroxysteroid dehydrogenase, type I; dihydrodiol dehydrogenase 4)
R_AKR1C42	aldo-keto reductase family 1, member C4 (chlordecone reductase; 3-alpha hydroxysteroid dehydrogenase, type I; dihydrodiol dehydrogenase 4)
R_AKR1D	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)
R_AKR1D2	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)
R_ALAR	alanine racemase
R_ALASm	5-aminolevulinate synthase
R_ALAt2rL	L-alanine reversible transport via proton symport (lysosome)
R_ALATA_L	L-alanine transaminase
R_ALCD1	alcohol dehydrogenase (methanol)
R_ALCD22_D	alcohol dehydrogenase (D-lactaldehyde)
R_ALCD2if	alcohol dehydrogenase, forward rxn (ethanol -> acetaldehyde)
R_ALCD2yf	alcohol dehydrogenase (ethanol, NADP), forward reaction
R_ALDD20x	aldehyde dehydrogenase (indole-3-acetaldehyde, NAD)
R_ALDD20xm	aldehyde dehydrogenase (indole-3-acetaldehyde, NAD), mitochondrial
R_ALDD21	aldehyde dehydrogenase (pristanal, NAD)
R_ALDSTRNtm	aldosterone intracellular transport
R_ALKP	alkaline phosphatase
R_ALOX12	Arachidonate 12-lipoxygenase
R_ALOX12R	Arachidonate 12-lipoxygenase R
R_ALOX15	Arachidonate 15-lipoxygenase
R_ALOX5	Arachidonate 5-lipoxygenase
R_ALOX52	Arachidonate 5-lipoxygenase
R_AMACR2p	alpha-methylacyl-CoA racemase (reductase)
R_AMACR2r	alpha-methylacyl-CoA racemase (reductase)
R_AMACRp	alpha-methylacyl-CoA racemase
R_AMACRr	alpha-methylacyl-CoA racemase
R_AMCOXO	2-aminomuconate reductase
R_AMETr	S-Adenosyl-L-methionine intracellular diffusion
R_AMETt2m	S-Adenosyl-L-methionine reversible transport, mitochondrial
R_AMETtn	S-adenosyl-L-methionine nuclear transport
R_AMPDA	Adenosine monophosphate deaminase
R_AMPTASECG	alanyl aminopeptidase (cys-gly)
R_AMPtp	AMP transporter, peroxisome
R_AMPtr	AMP transporter, endoplasmic reticulum
R_ANDRSTRNGLCtr	glucuronidated compound transport (ER)
R_ANDRSTRNtr	androsterone intracellular transport
R_AOBUTDsm	L-2-amino-3-oxobutanoate decarboxylation, mitochondrial (spontaneous)
R_AP4AH1	Ap4A hydrolase, asymmetrically
R_APOC_LYS_BTNP	proteolysis of apoC-Lys-btn
R_APOC_LYS_BTNPm	proteolysis of apoC-Lys-btn, mitochondrial
R_APOCF	Apocarboxylase formation
R_APOCFm	Apocarboxylase formation, mitochondrial
R_APRTO2	N-acetylputrescine: oxygen oxireductase (deaminating)
R_ARACHCOAtx	fatty acid intracellular transport
R_ARACHCPT1	carnitine transferase
R_ARACHCPT2	carnitine transferase
R_ARACHCRNt	transport into the mitochondria (carnitine)
R_ARACHDCOAtx	fatty acid intracellular transport
R_ARACHDtr	intracellular transport
R_ARGDCm	arginine decarboxylase (m)
R_ARGN	arginase
R_ARGNm	arginase (m)
R_ARGSL	argininosuccinate lyase
R_ARGSS	argininosuccinate synthase
R_ARGtm	arginine mitochondrial transport via ornithine carrier
R_ARSA	Arylsulfatase A
R_ARTCOAL1	R group coenzyme a ligase
R_ARTCOAL2	R group coenzyme a ligase
R_ARTCOAL3	R group coenzyme a ligase
R_ARTFR11	R group artificial flux
R_ARTFR12	R group artificial flux (C16:1)
R_ARTFR207	R group artificial flux
R_ARTFR31	R group artificial flux
R_ARTPLM1	R group to palmitate conversion
R_ARTPLM1m	R group to palmitate conversion
R_ARTPLM2	R group to palmitate conversion
R_ARTPLM2m	R group to palmitate conversion
R_ARTPLM3	R group to palmitate conversion
R_ARTPLM3m	R group to palmitate conversion
R_ASAH1	N-acylsphingosine amidohydrolase
R_ASNNm	L-asparaginase (mitochondrial)
R_ASNS1	asparagine synthase (glutamine-hydrolysing)
R_ASNtm	L-asparagine transport, mitochondrial
R_ASP1DC	aspartate 1-decarboxylase
R_ASPCTr	aspartate carbamoyltransferase (reversible)
R_ASPDxt	D-aspartate transport, peroxisomal
R_ASPNATm	aspartate N-acetyltransferase, mitochondrial
R_ATP1ter	ADP/ATP transporter, endoplasmic reticulum
R_ATP2ter	AMP/ATP transporter, endoplasmic reticulum
R_ATPasel	V-type ATPase, H+ transporting, lysosomal
R_ATPtm	ADP/ATP transporter, mitochondrial
R_ATPtn	ATP diffusion in nucleus
R_ATPtx	ATP transporter, peroxisomal
R_B_MANNASEly	beta-mannosidase, lysosomal
R_B3GALT3g	Beta-1,3-galactosyltransferase 3
R_B3GALT41g	Beta-1,3-galactosyltransferase 4
R_B3GALT42g	Beta-1,3-galactosyltransferase 4
R_B3GALT43g	Beta-1,3-galactosyltransferase 4
R_B3GALT44g	Beta-1,3-galactosyltransferase 4
R_B3GALT5g	Beta-1,3-galactosyltransferase 5
R_B3GALTg	Beta galactosyltransferase
R_B3GNT11g	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 1
R_B3GNT12g	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 1
R_B3GNT310g	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus
R_B3GNT311g	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus
R_B3GNT312g	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus
R_B3GNT313g	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus
R_B3GNT314g	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus
R_B3GNT315g	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus
R_B3GNT31g	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus
R_B3GNT32g	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus
R_B3GNT33g	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus
R_B3GNT34g	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus
R_B3GNT35g	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus
R_B3GNT36g	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus
R_B3GNT37g	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus
R_B3GNT39g	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus
R_B3GNT51g	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5
R_BAAT1x	bile acid Coenzyme A: amino acid N-acyltransferase
R_BAAT2x	bile acid Coenzyme A: amino acid N-acyltransferase
R_BAAT4x	bile acid Coenzyme A: amino acid N-acyltransferase
R_BACCL	biotin-[acetyl-CoA-carboxylase] ligase
R_BACCLm	biotin-[acetyl-CoA-carboxylase] ligase, mitochondrial
R_BALAtmr	Beta-alanine reversible mitochondrial transport (diffusion)
R_BAMPPALDOX	beta-Aminopropion aldehyde:NAD+ oxidoreductase
R_BAMPPALDOXm	beta-Aminopropion aldehyde:NAD+ oxidoreductase (m)
R_BBHOX	4-Trimethylammoniobutanoate,2-oxoglutarate:oxygen oxidoreductase (3-hydroxylating)
R_BCDO	beta-Carotene dioxygenase
R_BDG2HCGHD	beta-D-Glucosyl-2-coumarinate glucohydrolase
R_BDMT_U	GDPmannose:chitobiosyldiphosphodolichol beta-D-mannosyltransferase (uterus)
R_BETALDHxm	betaine-aldehyde dehydrogenase, mitochondrial
R_BHBtm	(R)-3-Hydroxybutanoate mitochondrial transport via H+ symport
R_BHMT	betaine-homocysteine S-methyltransferase
R_BILDGLCURtr	glucuronidated compound transport
R_BILGLCURtr	glucuronidated compound transport
R_BILIRED	Nad(p)h biliverdin reductase
R_BILIRUBtr	lipid, flip-flop intracellular transport
R_BIOCYTtn	biocytin transport, nuclear
R_BMTer_U	B mannosyltransferase, endoplasmic reticulum
R_BPNT	3',5'-bisphosphate nucleotidase
R_BPNT2	3',5'-bisphosphate nucleotidase (paps)
R_BTND1	biotinidase (biotin)
R_BTND1n	biotinidase (biotin), nuclear
R_BTNDm	biotinidase (biotin), mitochondrial
R_BTNPL	holocarboxylase synthestase (biotin protein ligase)
R_BTNPLm	holocarboxylase synthestase (biotin protein ligase), mitochondrial
R_BTNt2m	Biotin reversible transport via proton symport, mitochondria
R_BTNtn	Biotin transport, nuclear
R_BUP2	beta-ureidopropionase (D-3-amino-isobutanoate forming)
R_BUTt2m	Butyrate mitochondrial transport via proton symport, reversible
R_BZtr	Benzene transporter, endoplasmic reticulum
R_C160CPT1	production of Palmitoylcarnitine
R_C160CPT2	C160 transport into the mitochondria
R_C160CRNt	C160 transport into the mitochondria
R_C161CPT1	Palmitoyl-CoA:L-carnitine O-palmitoyltransferase Fatty acid metabolism EC:2.3.1.21
R_C161CPT12	carnitine O-palmitoyltransferase
R_C161CPT22	C161 transport into the mitochondria
R_C161CRN2t	C161 transport into the mitochondria
R_C161CRNt	C161 transport into the mitochondria
R_C180CPT1	production of stearoylcarnitine
R_C180CPT2	carnitine O-stearoyl transferase
R_C180CRNt	C180 transport into the mitochondria
R_C204CPT1	carnitine C20:4 transferase
R_C204CPT2	arachidonic acid transport into the mitochondria
R_C204CRNt	arachidonic acid transport into the mitochondria
R_C226COAtx	fatty acid intracellular transport
R_C226CPT1	carnitine C22:6 transferase
R_C226CPT2	C226 transport into the mitochondria
R_C226CRNt	C226 transport into the mitochondria
R_C2M26DCOAHLm	cis-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA hydro-lyase (m)
R_C2M26DCOAHLx	cis-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA hydro-lyase (x)
R_C3STDH1Pr	C-3 sterol dehydrogenase (4-methylzymosterol)
R_C4STMO1r	C-4 sterol methyl oxidase (4,4-dimethylzymosterol)
R_C4STMO2Pr	C-4 methyl sterol oxidase
R_C4STMO2r	C-4 methyl sterol oxidase
R_CATm	catalase
R_CATp	catalase A, peroxisomal
R_CBL2OR	NADH:cob(III)alamine oxidoreductase
R_CBL2tm	Cob(II)alamine transport, mitochondrial
R_CBLATm	cob(I)alamin adenosyltransferase, mitochondrial
R_CBPS	carbamoyl-phosphate synthase (glutamine-hydrolysing)
R_CBPSam	carbamoyl-phosphate synthase (ammonia) (mitochondria
R_CBPter	carbamoyl phosphate transport, endoplasmic reticulum
R_CBR1	Carbonyl reductase [NADPH] 1
R_CBR2	Carbonyl reductase [NADPH] 1
R_CDPDAGtm	intracellular transport
R_CDS	phosphatidate cytidylyltransferase
R_CDSm	phosphatidate cytidylyltransferase
R_CEPTC	choline phosphotransferase
R_CEPTE	ethanolamine phosphotransferase
R_CERK	Ceramide kinase
R_CERT1gt	ceramide transport protein
R_CERT1rt	ceramide transport protein
R_CERT2gt	ceramide transport protein
R_CERT2rt	ceramide transport protein
R_CH25H	cholesterol 25-hydroxylase
R_CHAT	Choline O-acetyltransferase
R_CHATn	Choline O-acetyltransferase
R_CHLP	choline phosphate phosphatase
R_CHLPCTD	choline phosphate cytididyltransferase
R_CHLtm	choline transport via diffusion (cytosol to mitochondria)
R_CHOLD2m	choline dehydrogenase (FAD acceptor), mitochondrial
R_CHOLK	Choline kinase
R_CHOLPtg	choline phosphate intracellular transport
R_CHOLPtl	choline phosphate intracellular transport
R_CHOLtg	choline intracellular transport
R_CHOLtn	Choline transport, nuclear through pores
R_CHOLtr	choline intracellular transport
R_CHSTEROLSULT	steroid sulfotransferase
R_CHSTEROLt1	cholesterol intracellular transport
R_CHSTEROLt2	cholesterol intracellular transport
R_CHSTEROLt3	cholesterol intracellular transport
R_CHSTEROLtg	cholesterol efflux (ATP depedent), golgi
R_CITRtm	citrulline mitochondrial transport via proton antiport
R_CITtam	citrate transport, mitochondrial
R_CITtbm	citrate transport, mitochondrial
R_CK	ATP Creatine kinase
R_CKc	ATP Creatine kinase (c)
R_CLPNDCOAtx	fatty acid intracellular transport
R_CLPNDCPT1	carnitine O-palmitoyltransferase
R_CLPNDCPT2	carnitine transferase
R_CLPNDCRNt	transport into the mitochondria (carnitine)
R_CLS_hs	cardiolipin synthase (homo sapiens)
R_CMPACNAtg	CMP-Sia Golgi transport via CMP antiport
R_CO2ter	CO2 endoplasmic reticular transport via diffusion
R_CO2tg	CO2 Golgi transport
R_CO2tn	CO2 nuclear transport via diffusion
R_CO2tp	CO2 peroxisomal transport
R_COAtg	CoA transport in Golgi via diffusion
R_COAtl	CoA transport in lysosome via diffusion
R_COAtm	CoA transporter
R_COAtn	coenzyme A transport, nuclear
R_COAtp	coenzyme A transport, peroxisomal
R_COAtr	COA transporter, endoplasmic reticulum
R_COKECBESr	Carboxylesterase (cocaine) (er)
R_COQ3m	methyltransferase COQ3
R_COQ5m	Ubiquinone biosynthesis methyltransferase COQ5
R_COQ6m	Ubiquinone biosynthesis monooxgenase COQ6
R_COQ7m	Ubiquinone biosynthesis COQ7
R_CORE2GTg	Core 2 acetylglucosaminyltransferase, Golgi apparatus
R_CORE3GTg	Core 3 beta-GlcNAc-transferase, Golgi apparatus
R_CORE4GTg	Core 4 beta6-GalNAc-transferase, Golgi apparatus
R_CORE5GTg	Core 5 alpha-GalNAc-transferase, Golgi apparatus
R_CORE6GTg	Core 6 beta-GlcNAc-transferase A, Golgi apparatus
R_CORE7GTg	Core 7 alpha-GalNAc-transferase, Golgi apparatus
R_CORE8GTg	N-acetylgalactosamine 3-alpha-galactosyltransferase, Golgi apparatus
R_COUCOAFm	p-coumaroyl-CoA formation
R_CPCTDTX	choline-phosphate cytidylyltransferase
R_CPPPGO	coproporphyrinogen oxidase (O2 required)
R_CREATtmdiffir	Creatine transport to/from mitochondria via diffusion
R_CRNCAR3tp	carnitine-propcarnitine carrier, peroxisomal
R_CRNCARtp	carnitine-acetylcarnitine carrier, peroxisomal
R_CRNtim	L-carnitine transport out of mitochondria via diffusion
R_CRNtx	carnitine transport peroxisome to mitochondria
R_CRTNsyn	Creatinine synthase
R_CRTSLtm	cortisol intracellular transport
R_CRTSLtr	cortisol intracellular transport
R_CRTSTRNtm	corticosterone intracellular transport
R_CRTSTRNtr	corticosterone intracellular transport
R_CSAPASEly	chondroitin sulfate A proteoglycan protease, lysosome (endosome)
